child_id,time,utterance,txt_label,img_label,n_objs,txt_ball,txt_brush,txt_car,txt_manu,txt_tima,txt_zem,n_imgs,img_ball,img_brush,img_car,img_manu,img_tima,img_zem,mat_label
XS_0825,619.4,mommy's gonna get the tima.,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,628.8,oh get the tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,650.9,tima tima tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,651.5,tima tima tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,652.1,tima tima tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,667.6,where's the tima?,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,694.9,want a ball or a tima?,ball,tima,2,1,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,694.9,want a ball or a tima?,ball,ball,2,1,0,0,0,1,0,,1,0,0,0,0,0,TRUE
XS_0825,695.5,want a ball or a tima?,tima,tima,2,1,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,695.5,want a ball or a tima?,tima,ball,2,1,0,0,0,1,0,,1,0,0,0,0,0,TRUE
XS_0825,703.7,how's that ball taste?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,715.6,that tima makes a fun noise.,tima,ball,1,0,0,0,0,1,0,,1,0,0,0,0,0,FALSE
XS_0825,716.8,ball doesn't make any noise.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,765.2,good job you kicked the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,774,the balls' stuck.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,793.9,what's the ball doing?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,794.7,the ball's rolling.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,796.7,the ball's rolling.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,799.8,come back ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,814.1,got that tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_0825,841,what's the zem doing?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,844.5,I'm a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,845.2,a zem a zem a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,845.6,a zem a zem a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,846,a zem a zem a zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,847.5,I'm a yellow zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,850.9,I'm a yellow zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_0825,866.3,go back to the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,868.3,get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,869.9,yay grab the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0825,883,kick the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0826,265,oh you like cars.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_0826,268.5,you always want brother's cars.,car,ball,2,0,0,1,0,0,0,,1,0,0,0,0,0,FALSE
XS_0826,268.5,you always want brother's cars.,car,car,2,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_0826,270.1,there's a car.,car,ball,2,0,0,1,0,0,0,,1,0,0,0,0,0,FALSE
XS_0826,270.1,there's a car.,car,car,2,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_0826,272.9,oh that's a loud car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_0826,295.1,the car ran into the ball.,car,ball,2,1,0,1,0,0,0,,1,0,0,0,0,0,TRUE
XS_0826,295.1,the car ran into the ball.,car,car,2,1,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_0826,295.8,the car ran into the ball.,ball,ball,2,1,0,1,0,0,0,,1,0,0,0,0,0,TRUE
XS_0826,295.8,the car ran into the ball.,ball,car,2,1,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_0826,310.3,you got the ball.,ball,car,1,1,0,0,0,0,0,,0,0,1,0,0,0,FALSE
XS_0826,349.2,I'm gonna go get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_0826,393.4,let's put the car up the ball.,car,ball,1,1,0,1,0,0,0,,1,0,0,0,0,0,TRUE
XS_0826,394.3,let's put the car up the ball.,ball,brush,2,1,0,1,0,0,0,,0,1,0,0,0,0,FALSE
XS_0826,394.3,let's put the car up the ball.,ball,ball,2,1,0,1,0,0,0,,1,0,0,0,0,0,TRUE
XS_0826,397.2,here's a brush.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1201,32.6,is that a ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1201,35.4,a little baby soccer ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1201,44.1,do you want to go get the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1201,100.8,can you say zem.,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1201,102.6,ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1201,266.4,call it a manu.,brush,brush,1,0,0,0,1,0,0,,0,1,0,0,0,0,FALSE
XS_1201,266.7,brush brush brush brush.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1201,267,brush brush brush brush.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1201,267.4,brush brush brush brush.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1201,292.1,is that the car?,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1201,295.5,you like the car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1201,305.3,do cars go fast?,car,zem,1,0,0,1,0,0,0,,0,0,0,0,0,1,FALSE
XS_1205,2.3,look I have the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1205,5.1,this is called zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1205,12.9,there's the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1205,85.9,can you walk to the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1205,88,you want to pick up the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1205,101.8,can you kick the ball?,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1205,115.2,kick the zem.,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1205,115.2,kick the zem.,zem,ball,2,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1205,128.8,go get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1205,132.5,oh the zem.,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1205,132.5,oh the zem.,zem,ball,2,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1205,168.6,there's a car.,car,manu,1,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1205,169.7,and a manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1205,212.4,or do you want to see the car?,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1205,223.4,the car actually squeaks doesn't it?,car,manu,2,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1205,223.4,the car actually squeaks doesn't it?,car,car,2,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1205,288.2,that's called a manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1205,448.1,do you want to play with the car still?,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1205,495.4,there's a tima.,tima,brush,2,0,0,0,0,1,0,,0,1,0,0,0,0,FALSE
XS_1205,495.4,there's a tima.,tima,tima,2,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1205,496.4,and a brush.,brush,brush,2,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1205,496.4,and a brush.,brush,tima,2,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_1205,497.1,can you brush them?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1205,553.2,are you gonna go brush the door?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1205,571.8,are you brushing the door?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1205,639.8,it does look like a toothbrush.,brush,brush,2,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1205,639.8,it does look like a toothbrush.,brush,tima,2,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_1205,730.5,brush brush brush brush brush.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1205,730.8,brush brush brush brush brush.,brush,tima,1,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_1205,1101.3,can you brush the door?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1208,26.7,get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1208,111.6,we've got a car.,car,manu,1,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1208,170.3,that is a good squeaky car isn't it?,car,manu,1,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1208,452.5,where's the car going?,car,manu,1,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1211,0.6,want play with zem?,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1211,0.6,want play with zem?,zem,ball,2,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1211,3.3,you want the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,9.1,zem's funny.,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1211,23.8,you want to brush your toes with a zem?,zem,ball,1,0,1,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1211,90.5,now you want the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,92.3,look we can bounce the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,110.2,where's the zem?,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1211,143.6,can you get the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,145.2,can you give the ball to grandma?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,160.3,go get the zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1211,179.9,we could hit the ball with it.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,186.2,go get the ball natty.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,188.8,can you bring grandma the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,194.9,can you bring the ball to grandma?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,197.2,oh I want the zem?,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1211,198.4,can I have the ball now too?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,200.2,go get the ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1211,212.8,car.,car,zem,2,0,0,1,0,0,0,,0,0,0,0,0,1,FALSE
XS_1211,212.8,car.,car,car,2,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1211,225.1,this is a manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1211,254,and this is a tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1211,256,what's a tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1211,342.1,you like the brush don't you?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1211,348.7,you brush your hair.,brush,tima,1,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_1211,369.3,I'll tell you story about tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1211,393.3,you want the brush?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1211,395.4,here's a brush it's dancing.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1211,465.8,this one's called manu.,manu,car,1,0,0,0,1,0,0,,0,0,1,0,0,0,FALSE
XS_1211,467.5,this is a manu it goes around.,manu,car,1,0,0,0,1,0,0,,0,0,1,0,0,0,FALSE
XS_1211,507.6,that's a silly car.,car,manu,1,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1211,511.6,where's the car's eyes?,car,manu,1,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1211,523.9,and this one's a manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1211,558.4,how about the zem I like the zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1211,559.3,how about the zem I like the zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1211,570.8,get the zem and bring it to grandma.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1211,579.3,where's the zem?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1216,23,you want to play ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1216,64,is that a ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1216,65,ball.,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1216,77,ball.,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1216,160,do you want the ball or zem?,ball,ball,1,1,0,0,0,0,1,,1,0,0,0,0,0,TRUE
XS_1216,160,do you want the ball or zem?,zem,ball,1,1,0,0,0,0,1,,1,0,0,0,0,0,TRUE
XS_1216,345,oh it's a manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1216,361,yeah can you say manu?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1216,362,manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1216,370,a car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1216,388,car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1216,418,is that a car?,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1216,460,car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1216,462,car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1216,539,a manu?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1216,557,there's the car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1216,637,is that a manu?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1216,913,and a brush.,brush,brush,2,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1216,913,and a brush.,brush,tima,2,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
XS_1216,925,brush.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1216,931,is that a brush?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1218,8,ball.,ball,zem,2,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1218,8,ball.,ball,ball,2,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1218,60,car.,car,manu,1,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1218,217,manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1218,227,manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1218,306,car.,car,manu,2,0,0,1,0,0,0,,0,0,0,1,0,0,FALSE
XS_1218,306,car.,car,car,2,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1218,407,zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1218,530,zem.,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1218,530,zem.,zem,tima,2,0,0,0,0,0,1,,0,0,0,0,1,0,FALSE
XS_1218,532,zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1218,533,zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1218,584,zem.,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1218,584,zem.,zem,tima,2,0,0,0,0,0,1,,0,0,0,0,1,0,FALSE
XS_1218,586,zem.,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1218,586,zem.,zem,tima,2,0,0,0,0,0,1,,0,0,0,0,1,0,FALSE
XS_1218,661,zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,45,zem?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,48,zem?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,81,do you want to play with the zem?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,83,zem?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,87,you wanna play with the zem?,zem,zem,2,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,87,you wanna play with the zem?,zem,ball,2,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1219,96,zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,111,do you want the zem?,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,125,do you want to get the ball?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1219,139,zem.,zem,zem,1,0,0,0,0,0,1,,0,0,0,0,0,1,TRUE
XS_1219,149,zem?,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1219,173,you want to keep playing with the zem?,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1219,174,zem?,zem,ball,1,0,0,0,0,0,1,,1,0,0,0,0,0,FALSE
XS_1219,208,look at the car.,car,car,1,0,0,1,0,0,0,,0,0,1,0,0,0,TRUE
XS_1219,210,and the tima.,tima,car,1,0,0,0,0,1,0,,0,0,1,0,0,0,FALSE
XS_1219,214,you want the tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1219,346,the tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1219,348,tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1219,355,tima?,tima,car,1,0,0,0,0,1,0,,0,0,1,0,0,0,FALSE
XS_1219,389,make the car go through the tima.,car,tima,1,0,0,1,0,1,0,,0,0,0,0,1,0,TRUE
XS_1219,390,make the car go through the tima.,tima,tima,1,0,0,1,0,1,0,,0,0,0,0,1,0,TRUE
XS_1219,499,where's the tima?,tima,car,1,0,0,0,0,1,0,,0,0,1,0,0,0,FALSE
XS_1219,503,where's the tima?,tima,car,1,0,0,0,0,1,0,,0,0,1,0,0,0,FALSE
XS_1219,511,want to get the tima?,tima,car,1,0,0,0,0,1,0,,0,0,1,0,0,0,FALSE
XS_1219,521,you found the tima.,tima,car,1,0,0,0,0,1,0,,0,0,1,0,0,0,FALSE
XS_1219,556,do you want the manu or the brush?,manu,brush,2,0,1,0,1,0,0,,0,1,0,0,0,0,TRUE
XS_1219,556,do you want the manu or the brush?,manu,manu,2,0,1,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1219,557,do you want the manu or the brush?,brush,brush,2,0,1,0,1,0,0,,0,1,0,0,0,0,TRUE
XS_1219,557,do you want the manu or the brush?,brush,manu,2,0,1,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1219,559,manu.,manu,brush,1,0,0,0,1,0,0,,0,1,0,0,0,0,FALSE
XS_1219,561,brush.,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1219,566,brush?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1219,572,manu.,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1219,627,do you want to turn the manu?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1219,694,manu?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1219,775.4,where's the manu?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1219,776.5,where's the manu?,manu,manu,1,0,0,0,1,0,0,,0,0,0,1,0,0,TRUE
XS_1219,895,do you want your tima back?,tima,brush,1,0,0,0,0,1,0,,0,1,0,0,0,0,FALSE
XS_1219,901,do you want want the tima?,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1222,6.3,is that a ball?,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1222,8.1,is that a ball?,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1222,9.8,are you eating the ball?,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1222,11.2,can you give the ball to mama?,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1222,16.7,can you take the ball back?,ball,zem,1,1,0,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1222,28,that's a tima.,tima,zem,1,0,0,0,0,1,0,,0,0,0,0,0,1,FALSE
XS_1222,30.5,a tima.,tima,zem,1,0,0,0,0,1,0,,0,0,0,0,0,1,FALSE
XS_1222,266.3,brush your hair.,brush,zem,2,0,1,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1222,266.3,brush your hair.,brush,brush,2,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1222,269,brush brush brush.,brush,zem,1,0,1,0,0,0,0,,0,0,0,0,0,1,FALSE
XS_1222,345,do you want to see the ball again?,ball,ball,1,1,0,0,0,0,0,,1,0,0,0,0,0,TRUE
XS_1222,348.1,brush brush brush.,brush,ball,1,0,1,0,0,0,0,,1,0,0,0,0,0,FALSE
XS_1222,527.9,get the car.,car,ball,1,0,0,1,0,0,0,,1,0,0,0,0,0,FALSE
XS_1224,3,what are you going to do with that brush huh?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1224,5.7,it's a pretty blue brush huh?,brush,brush,1,0,1,0,0,0,0,,0,1,0,0,0,0,TRUE
XS_1224,111,a tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1224,113.1,look at the tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1224,290.9,here you take the tima.,tima,tima,1,0,0,0,0,1,0,,0,0,0,0,1,0,TRUE
XS_1224,292.6,oh you wanted the brush?,brush,tima,1,0,1,0,0,0,0,,0,0,0,0,1,0,FALSE
